Clear Date,Product Code,Symbol,Financial Institutions Long,Financial Institutions Short,Managed Money Long,Managed Money Short,Others Long,Others Short,Physicals Long,Physicals Short,Operators Long,Operators Short,Financial Institutions Long Risk,Financial Institutions Short Risk,Managed Money Long Risk,Managed Money Short Risk,Others Long Risk,Others Short Risk,Physicals Long Risk,Physicals Short Risk,Operators Long Risk,Operators Short Risk,Open Interest
2021-06-04,CPTM,C5TC,12206.22,7518.59,0.0,0.0,3699.55,5634.0,30371.39,35027.49,0.0,0.0,620.0,567.7,0.0,0.0,0.0,0.0,19294.73,15927.9,0.0,0.0,46753.99
2021-06-04,PTCM,P4TC,23503.56,22051.12,0.0,0.0,11368.5,9101.0,46069.13,48830.81,0.0,0.0,2570.85,2809.89,0.0,0.0,0.0,0.0,33745.73,41670.31,0.0,0.0,81079.07
2021-06-04,SPTM,S10TC,7733.2,9606.73,0.0,0.0,6149.35,5195.0,13269.4,12933.14,0.0,0.0,435.0,5280.0,0.0,0.0,0.0,0.0,12669.4,11898.14,0.0,0.0,27264.02
2021-06-11,CPTM,C5TC,13314.85,7576.65,0.0,0.0,3769.95,5849.0,31235.35,38934.85,0.0,0.0,716.0,597.69,0.0,0.0,0.0,0.0,19527.0,17400.25,0.0,0.0,48797.61
2021-06-11,PTCM,P4TC,25228.87,22912.66,0.0,0.0,11633.0,9083.0,48070.55,52116.58,0.0,0.0,2412.25,3094.22,0.0,0.0,0.0,0.0,35252.3,44419.38,0.0,0.0,85080.62
2021-06-11,SPTM,S10TC,7954.7,9721.13,0.0,0.0,6329.8,5145.0,13343.0,13516.14,0.0,0.0,480.0,5285.0,0.0,0.0,0.0,0.0,12728.0,12551.14,0.0,0.0,27740.12
2021-06-18,CPTM,C5TC,13403.04,7313.91,0.0,0.0,3748.6,5971.0,32418.05,40170.1,0.0,0.0,829.0,953.03,0.0,0.0,0.0,0.0,20779.05,18521.1,0.0,0.0,50027.85
2021-06-18,PTCM,P4TC,20771.05,26941.18,0.0,0.0,11438.85,8782.0,45060.4,45055.5,0.0,0.0,2307.25,4513.47,0.0,0.0,0.0,0.0,32952.68,37914.3,0.0,0.0,77423.37
2021-06-18,SPTM,S10TC,9242.0,8570.0,0.0,0.0,6303.25,5190.0,11409.2,13041.4,0.0,0.0,500.0,5420.0,0.0,0.0,0.0,0.0,10939.2,12076.4,0.0,0.0,27061.67
2021-06-25,CPTM,C5TC,14060.55,8648.84,0.0,0.0,3993.75,6088.0,34336.65,42398.0,0.0,0.0,849.0,979.27,0.0,0.0,0.0,0.0,21106.2,19445.15,0.0,0.0,52858.14
2021-06-25,PTCM,P4TC,24806.41,24042.85,0.0,0.0,11563.35,8746.0,47370.67,51804.04,0.0,0.0,2125.9,5751.69,0.0,0.0,0.0,0.0,34907.57,44192.39,0.0,0.0,83886.44
2021-06-25,SPTM,S10TC,8414.2,10136.13,0.0,0.0,6009.6,5185.0,13629.5,13703.34,0.0,0.0,735.0,5715.0,0.0,0.0,0.0,0.0,12939.5,12673.34,0.0,0.0,28160.12
2021-07-02,CPTM,C5TC,17021.09,10892.06,0.0,0.0,2974.9,5286.0,30672.45,37572.8,0.0,0.0,654.0,864.26,0.0,0.0,0.0,0.0,19449.85,17412.55,0.0,0.0,51086.69
2021-07-02,PTCM,P4TC,28353.89,26695.76,0.0,0.0,10847.35,8083.0,44782.74,49058.72,0.0,0.0,2106.35,5929.46,0.0,0.0,0.0,0.0,33190.69,42058.72,0.0,0.0,84130.64
2021-07-02,SPTM,S10TC,7872.8,9282.56,0.0,0.0,5426.45,4715.0,12875.1,13285.39,0.0,0.0,725.0,5310.0,0.0,0.0,0.0,0.0,12320.1,12280.39,0.0,0.0,26281.08
2021-07-09,CPTM,C5TC,18694.69,12803.01,0.0,0.0,0.0,0.0,31898.25,37979.35,0.0,0.0,654.0,882.94,0.0,0.0,0.0,0.0,20396.2,17580.85,0.0,0.0,51833.36
2021-07-09,PTCM,P4TC,34865.58,30015.1,0.0,0.0,0.0,0.0,45038.89,48665.22,0.0,0.0,2506.35,6010.62,0.0,0.0,0.0,0.0,32753.74,41760.22,0.0,0.0,80990.63
2021-07-09,SPTM,S10TC,10674.6,11614.96,0.0,0.0,0.0,0.0,13364.2,13402.19,0.0,0.0,715.0,5415.0,0.0,0.0,0.0,0.0,12589.2,12397.19,0.0,0.0,24140.53
2021-07-16,CPTM,C5TC,16714.62,11663.27,0.0,0.0,2759.55,6853.0,33696.65,37797.2,0.0,0.0,654.0,863.41,0.0,0.0,0.0,0.0,22416.9,17672.45,0.0,0.0,53588.82
2021-07-16,PTCM,P4TC,28477.1,26389.78,0.0,0.0,11919.1,7931.0,43510.33,50233.94,0.0,0.0,2712.69,5850.95,0.0,0.0,0.0,0.0,31783.33,43198.64,0.0,0.0,84029.22
2021-07-16,SPTM,S10TC,8208.7,9887.56,0.0,0.0,5243.6,5095.0,13663.9,13231.79,0.0,0.0,890.0,5765.0,0.0,0.0,0.0,0.0,13008.9,12016.79,0.0,0.0,27213.5
2021-07-23,CPTM,C5TC,17940.42,12005.36,0.0,0.0,3464.4,6798.0,33969.7,40109.1,0.0,0.0,644.0,870.88,0.0,0.0,0.0,0.0,22230.65,18672.15,0.0,0.0,55797.8
2021-07-23,PTCM,P4TC,27412.48,27994.46,0.0,0.0,10263.85,8707.0,45232.97,50538.22,0.0,0.0,2466.35,5562.09,0.0,0.0,0.0,0.0,33775.97,43618.22,0.0,0.0,83026.74
2021-07-23,SPTM,S10TC,9925.4,8790.0,0.0,0.0,5206.1,5120.0,13639.5,13337.59,0.0,0.0,830.0,5760.0,0.0,0.0,0.0,0.0,12964.5,11862.59,0.0,0.0,28842.25
2021-07-30,CPTM,C5TC,18336.01,14040.11,0.0,0.0,2990.65,2905.0,26911.15,34370.75,0.0,0.0,496.0,807.63,0.0,0.0,0.0,0.0,18003.75,15055.9,0.0,0.0,48375.25
2021-07-30,PTCM,P4TC,28308.53,29648.91,0.0,0.0,9339.05,6056.0,32247.9,36353.95,0.0,0.0,1600.9,4775.22,0.0,0.0,0.0,0.0,22212.9,29798.95,0.0,0.0,70012.81
2021-07-30,SPTM,S10TC,9460.7,10525.0,0.0,0.0,4756.25,4460.0,9170.1,9056.8,0.0,0.0,770.0,5705.0,0.0,0.0,0.0,0.0,8675.1,7451.8,0.0,0.0,23458.94
2021-08-06,CPTM,C5TC,15946.5,11251.31,0.0,0.0,3735.5,5330.0,30280.5,36986.2,0.0,0.0,491.0,804.65,0.0,0.0,0.0,0.0,20074.65,17235.65,0.0,0.0,50375.15
2021-08-06,PTCM,P4TC,26765.6,23795.75,0.0,0.0,9676.95,8675.0,42432.72,47060.23,0.0,0.0,1765.45,4493.15,0.0,0.0,0.0,0.0,31257.72,40005.23,0.0,0.0,78988.68
2021-08-06,SPTM,S10TC,7060.4,9817.9,0.0,0.0,5246.7,4845.0,12770.7,12241.31,0.0,0.0,725.0,5675.0,0.0,0.0,0.0,0.0,12060.7,10711.31,0.0,0.0,25183.79
2021-08-13,CPTM,C5TC,24431.8,13949.85,0.0,0.0,0.0,0.0,17357.1,26628.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9937.2,10420.2,0.0,0.0,49662.66
2021-08-13,PTCM,P4TC,33110.77,40587.68,0.0,0.0,0.0,0.0,31544.28,20514.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20639.28,14574.52,0.0,0.0,69465.49
2021-08-13,SPTM,S10TC,6586.2,10395.3,0.0,0.0,0.0,0.0,10680.0,6357.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9985.0,4737.71,0.0,0.0,17396.97
2021-08-20,CPTM,C5TC,20451.97,12900.7,0.0,0.0,0.0,0.0,35058.7,43537.2,0.0,0.0,608.0,814.97,0.0,0.0,0.0,0.0,23593.15,22353.75,0.0,0.0,56674.26
2021-08-20,PTCM,P4TC,35727.17,29240.31,0.0,0.0,0.0,0.0,47456.79,54466.15,0.0,0.0,2375.0,3482.66,0.0,0.0,0.0,0.0,35616.79,46151.15,0.0,0.0,84113.42
2021-08-20,SPTM,S10TC,10031.8,11343.5,0.0,0.0,0.0,0.0,12306.0,12414.91,0.0,0.0,725.0,5690.0,0.0,0.0,0.0,0.0,11531.0,10699.91,0.0,0.0,22448.01
2021-08-27,CPTM,C5TC,18203.69,11233.98,0.0,0.0,5053.75,5388.0,33898.68,44422.03,0.0,0.0,548.0,850.28,0.0,0.0,0.0,0.0,22138.98,23257.65,0.0,0.0,57621.42
2021-08-27,PTCM,P4TC,31264.24,25240.59,0.0,0.0,8856.7,9934.0,48047.32,54879.51,0.0,0.0,2840.0,3434.12,0.0,0.0,0.0,0.0,36402.32,46269.51,0.0,0.0,88338.52
2021-08-27,SPTM,S10TC,7848.3,8952.9,0.0,0.0,5220.3,4695.0,12081.0,12506.71,0.0,0.0,710.0,5520.0,0.0,0.0,0.0,0.0,11291.0,10731.71,0.0,0.0,25258.21
2021-09-03,CPTM,C5TC,16933.07,12984.17,0.0,0.0,3294.85,3609.0,30261.0,37091.75,0.0,0.0,505.0,754.61,0.0,0.0,0.0,0.0,19297.15,19568.1,0.0,0.0,50646.03
2021-09-03,PTCM,P4TC,30799.12,27241.32,0.0,0.0,10116.7,7150.0,40525.11,48868.12,0.0,0.0,2070.0,3252.25,0.0,0.0,0.0,0.0,29292.11,38578.12,0.0,0.0,81605.13
2021-09-03,SPTM,S10TC,7893.3,10367.85,0.0,0.0,4655.3,3870.0,9896.0,9448.47,0.0,0.0,615.0,5390.0,0.0,0.0,0.0,0.0,9201.0,7858.47,0.0,0.0,22542.14
2021-09-10,CPTM,C5TC,16296.08,9634.82,0.0,0.0,3248.4,5554.0,32823.12,40794.67,0.0,0.0,813.0,504.99,0.0,0.0,0.0,0.0,21407.65,21933.52,0.0,0.0,52727.9
2021-09-10,PTCM,P4TC,28885.27,22453.05,0.0,0.0,10017.0,9135.0,45020.58,54402.52,0.0,0.0,2325.0,3140.15,0.0,0.0,0.0,0.0,33157.58,43917.52,0.0,0.0,84087.75
2021-09-10,SPTM,S10TC,7693.0,8437.85,0.0,0.0,4655.0,4315.0,10596.0,11898.47,0.0,0.0,715.0,5285.0,0.0,0.0,0.0,0.0,9921.0,10263.47,0.0,0.0,23044.8
2021-09-17,CPTM,C5TC,17380.67,11846.68,0.0,0.0,2658.85,4956.0,34855.75,41548.9,0.0,0.0,868.0,509.99,0.0,0.0,0.0,0.0,22660.9,21759.4,0.0,0.0,55291.48
2021-09-17,PTCM,P4TC,30634.58,22984.95,0.0,0.0,9590.7,8840.0,45399.14,55795.77,0.0,0.0,2385.0,3169.57,0.0,0.0,0.0,0.0,33606.14,45540.77,0.0,0.0,85788.25
2021-09-17,SPTM,S10TC,7848.0,8647.85,0.0,0.0,4715.0,4300.0,10756.0,12088.47,0.0,0.0,815.0,5360.0,0.0,0.0,0.0,0.0,10096.0,10438.47,0.0,0.0,23418.25
2021-09-24,CPTM,C5TC,17549.92,12996.88,0.0,0.0,2737.05,5040.0,36238.6,41798.9,0.0,0.0,818.0,524.99,0.0,0.0,0.0,0.0,23634.25,22163.05,0.0,0.0,56934.17
2021-09-24,PTCM,P4TC,30922.8,23058.47,0.0,0.0,9567.0,8800.0,45975.74,56358.93,0.0,0.0,2245.0,3592.51,0.0,0.0,0.0,0.0,34142.74,46248.93,0.0,0.0,86632.26
2021-09-24,SPTM,S10TC,7873.0,8682.85,0.0,0.0,4715.0,4285.0,10981.0,12218.47,0.0,0.0,875.0,5375.0,0.0,0.0,0.0,0.0,10316.0,10568.47,0.0,0.0,23671.05
2021-10-01,CPTM,C5TC,28434.81,17077.5,0.0,0.0,2556.25,2486.0,20445.33,33165.03,0.0,0.0,845.0,405.0,0.0,0.0,0.0,0.0,13081.25,15822.27,0.0,0.0,51434.79
2021-10-01,PTCM,P4TC,34656.11,51547.02,0.0,0.0,8372.0,6024.0,30009.72,15984.73,0.0,0.0,1615.0,3414.97,0.0,0.0,0.0,0.0,17953.72,10779.73,0.0,0.0,73034.12
2021-10-01,SPTM,S10TC,9203.0,14849.65,0.0,0.0,4115.0,3525.0,8464.2,3811.1,0.0,0.0,785.0,5220.0,0.0,0.0,0.0,0.0,8099.2,2216.1,0.0,0.0,21781.27
2021-10-08,CPTM,C5TC,30348.7,17536.75,0.0,0.0,0.0,0.0,20837.35,33649.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13490.4,15801.4,0.0,0.0,51184.84
2021-10-08,PTCM,P4TC,33137.45,47878.1,0.0,0.0,0.0,0.0,26196.65,12026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15135.65,7316.0,0.0,0.0,59335.56
2021-10-08,SPTM,S10TC,6791.6,11162.0,0.0,0.0,0.0,0.0,7110.4,3265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6775.4,1700.0,0.0,0.0,13901.08
2021-10-15,CPTM,C5TC,16039.41,11215.11,0.0,0.0,2608.65,4504.0,34577.0,40393.75,0.0,0.0,635.0,520.0,0.0,0.0,0.0,0.0,22652.6,20128.65,0.0,0.0,53541.34
2021-10-15,PTCM,P4TC,25828.08,21989.86,0.0,0.0,9311.6,7449.0,40752.55,48936.75,0.0,0.0,2218.0,3037.01,0.0,0.0,0.0,0.0,29146.55,39381.75,0.0,0.0,76059.26
2021-10-15,SPTM,S10TC,8944.2,7270.0,0.0,0.0,4565.0,4140.0,8807.4,11355.4,0.0,0.0,855.0,4945.0,0.0,0.0,0.0,0.0,8442.4,9850.4,0.0,0.0,22422.1
2021-10-22,CPTM,C5TC,13345.23,10593.68,0.0,0.0,2849.6,4436.0,37286.35,40174.0,0.0,0.0,625.0,820.0,0.0,0.0,0.0,0.0,23109.15,19099.05,0.0,0.0,53804.26
2021-10-22,PTCM,P4TC,21377.95,16379.87,0.0,0.0,9321.5,7229.0,46177.35,55590.25,0.0,0.0,2553.0,2575.21,0.0,0.0,0.0,0.0,29688.7,42230.25,0.0,0.0,77052.14
2021-10-22,SPTM,S10TC,8208.0,6685.0,0.0,0.0,4495.0,4335.0,9685.4,11838.2,0.0,0.0,880.0,4890.0,0.0,0.0,0.0,0.0,8360.2,10033.2,0.0,0.0,22508.48
2021-10-29,CPTM,C5TC,11248.62,7636.24,0.0,0.0,2580.05,3672.0,33906.35,36813.9,0.0,0.0,455.0,735.0,0.0,0.0,0.0,0.0,19660.25,17702.36,0.0,0.0,47944.5
2021-10-29,PTCM,P4TC,19020.8,14159.57,0.0,0.0,7867.9,6169.0,41717.85,49961.0,0.0,0.0,2508.0,2238.41,0.0,0.0,0.0,0.0,26840.4,37455.7,0.0,0.0,68693.97
2021-10-29,SPTM,S10TC,7723.0,6460.0,0.0,0.0,3560.0,4160.0,9477.5,10466.0,0.0,0.0,615.0,5120.0,0.0,0.0,0.0,0.0,8243.0,8741.0,0.0,0.0,20774.88
2021-11-05,CPTM,C5TC,11157.24,8341.93,0.0,0.0,2755.3,4391.0,35230.1,36592.9,0.0,0.0,490.0,725.0,0.0,0.0,0.0,0.0,19876.05,17064.47,0.0,0.0,49300.45
2021-11-05,PTCM,P4TC,18906.64,13976.13,0.0,0.0,7820.6,5792.0,44917.9,52644.44,0.0,0.0,2163.0,2558.28,0.0,0.0,0.0,0.0,31467.0,39194.39,0.0,0.0,71650.82
2021-11-05,SPTM,S10TC,6433.0,7445.19,0.0,0.0,3514.4,4090.0,10886.9,10696.0,0.0,0.0,615.0,5335.0,0.0,0.0,0.0,0.0,9865.6,8816.0,0.0,0.0,20836.17
2021-11-12,CPTM,C5TC,11564.84,10565.2,0.0,0.0,2747.25,3007.0,34407.55,35701.45,0.0,0.0,475.0,725.0,0.0,0.0,0.0,0.0,19328.7,15911.65,0.0,0.0,48735.91
2021-11-12,PTCM,P4TC,24422.05,19368.71,0.0,0.0,7014.6,4707.0,41342.5,49866.84,0.0,0.0,2793.45,3055.75,0.0,0.0,0.0,0.0,29090.75,36706.54,0.0,0.0,72773.28
2021-11-12,SPTM,S10TC,7578.0,10630.39,0.0,0.0,3299.4,3740.0,10406.7,8546.4,0.0,0.0,670.0,5195.0,0.0,0.0,0.0,0.0,9441.2,6641.4,0.0,0.0,21285.95
2021-11-19,CPTM,C5TC,12533.6,10104.54,0.0,0.0,2898.85,3027.0,34636.4,37685.45,0.0,0.0,480.0,640.0,0.0,0.0,0.0,0.0,19614.85,16675.8,0.0,0.0,50081.55
2021-11-19,PTCM,P4TC,25122.64,19066.26,0.0,0.0,6925.55,4662.0,41360.65,50968.95,0.0,0.0,2813.45,2994.29,0.0,0.0,0.0,0.0,29014.0,37759.15,0.0,0.0,73412.58
2021-11-19,SPTM,S10TC,7988.0,10792.19,0.0,0.0,3234.4,3795.0,10844.2,8831.4,0.0,0.0,760.0,5060.0,0.0,0.0,0.0,0.0,9793.0,6876.4,0.0,0.0,22067.97
2021-11-26,CPTM,C5TC,12563.56,10032.02,0.0,0.0,2830.65,3117.0,36034.35,39173.2,0.0,0.0,490.0,700.0,0.0,0.0,0.0,0.0,20789.85,18065.05,0.0,0.0,51440.9
2021-11-26,PTCM,P4TC,25850.71,19285.22,0.0,0.0,6992.0,4690.0,41716.05,52007.66,0.0,0.0,2603.0,3269.89,0.0,0.0,0.0,0.0,29063.95,38397.26,0.0,0.0,74559.52
2021-11-26,SPTM,S10TC,8078.0,10979.39,0.0,0.0,3205.3,3760.0,10982.5,8933.2,0.0,0.0,810.0,4980.0,0.0,0.0,0.0,0.0,9730.2,6938.2,0.0,0.0,22267.84
2021-12-03,CPTM,C5TC,10308.31,7239.72,0.0,0.0,0.0,0.0,32895.75,36149.0,0.0,0.0,455.0,690.0,0.0,0.0,0.0,0.0,19239.95,17684.45,0.0,0.0,45752.09
2021-12-03,PTCM,P4TC,24210.75,16012.6,0.0,0.0,7506.2,4018.0,37348.7,48764.22,0.0,0.0,2663.0,3058.96,0.0,0.0,0.0,0.0,25431.25,35864.97,0.0,0.0,69061.95
2021-12-03,SPTM,S10TC,7493.0,10350.89,0.0,0.0,2530.0,3460.0,10236.3,7926.16,0.0,0.0,835.0,4665.0,0.0,0.0,0.0,0.0,9124.2,5981.16,0.0,0.0,20257.87
2021-12-10,CPTM,C5TC,10587.49,5648.18,0.0,0.0,0.0,0.0,34875.75,39215.75,0.0,0.0,460.0,910.0,0.0,0.0,0.0,0.0,20041.3,20729.8,0.0,0.0,48164.27
2021-12-10,PTCM,P4TC,20980.75,13832.6,0.0,0.0,8400.25,4893.0,42226.29,52248.1,0.0,0.0,2558.0,3559.9,0.0,0.0,0.0,0.0,30420.84,39269.06,0.0,0.0,71606.39
2021-12-10,SPTM,S10TC,6888.0,6527.69,0.0,0.0,2515.0,3525.0,11111.8,11905.16,0.0,0.0,945.0,4715.0,0.0,0.0,0.0,0.0,10055.0,9905.16,0.0,0.0,20524.2
2021-12-17,CPTM,C5TC,11772.11,7436.14,0.0,0.0,0.0,0.0,33205.3,37751.9,0.0,0.0,220.0,1045.0,0.0,0.0,0.0,0.0,18988.95,19039.85,0.0,0.0,47572.06
2021-12-17,PTCM,P4TC,27230.62,17448.93,0.0,0.0,7399.1,4210.0,36911.9,49099.05,0.0,0.0,2498.0,3683.5,0.0,0.0,0.0,0.0,26093.85,37098.55,0.0,0.0,71548.56
2021-12-17,SPTM,S10TC,7838.0,10015.09,0.0,0.0,2432.0,3432.0,10878.8,8441.16,0.0,0.0,1005.0,4745.0,0.0,0.0,0.0,0.0,9843.4,6436.16,0.0,0.0,21156.75
2021-12-24,CPTM,C5TC,8302.5,3776.9,0.0,0.0,0.0,0.0,31723.65,36066.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18453.05,18282.9,0.0,0.0,42281.29
2021-12-24,PTCM,P4TC,12553.15,6842.7,0.0,0.0,7137.3,4005.0,39176.9,48294.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27547.0,36840.65,0.0,0.0,58921.49
2021-12-24,SPTM,S10TC,5168.0,2865.0,0.0,0.0,1667.0,3087.0,10694.4,10841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9468.0,8751.0,0.0,0.0,17554.83
2021-12-31,CPTM,C5TC,9251.03,4575.62,0.0,0.0,0.0,0.0,32033.05,36657.9,0.0,0.0,405.0,805.0,0.0,0.0,0.0,0.0,18117.75,18445.8,0.0,0.0,43629.87
2021-12-31,PTCM,P4TC,17749.99,12134.63,0.0,0.0,7177.7,4040.0,39661.35,48969.35,0.0,0.0,2433.0,3566.0,0.0,0.0,0.0,0.0,27789.6,37371.85,0.0,0.0,64637.14
2021-12-31,SPTM,S10TC,8798.0,6450.0,0.0,0.0,1692.0,3082.0,10660.0,10891.2,0.0,0.0,1235.0,4600.0,0.0,0.0,0.0,0.0,9508.2,8806.2,0.0,0.0,21176.0
2022-01-07,CPTM,C5TC,8792.76,4559.2,0.0,0.0,0.0,0.0,31484.7,35670.4,0.0,0.0,405.0,475.0,0.0,0.0,0.0,0.0,18013.2,18332.1,0.0,0.0,42564.15
2022-01-07,PTCM,P4TC,17836.96,12077.91,0.0,0.0,7283.6,4030.0,39676.5,48967.17,0.0,0.0,2553.0,3566.0,0.0,0.0,0.0,0.0,28212.75,37578.82,0.0,0.0,64936.99
2022-01-07,SPTM,S10TC,8723.0,6345.0,0.0,0.0,1902.0,3187.0,10770.7,10876.4,0.0,0.0,1235.0,4675.0,0.0,0.0,0.0,0.0,9617.4,8781.4,0.0,0.0,21442.76
2022-01-14,CPTM,C5TC,8431.56,5157.23,0.0,0.0,0.0,0.0,31925.2,35419.4,0.0,0.0,165.0,740.0,0.0,0.0,0.0,0.0,18473.0,18210.5,0.0,0.0,42927.52
2022-01-14,PTCM,P4TC,16877.18,11294.8,0.0,0.0,7033.5,4035.0,41082.8,49709.11,0.0,0.0,2373.0,3551.0,0.0,0.0,0.0,0.0,28745.6,38506.81,0.0,0.0,65128.09
2022-01-14,SPTM,S10TC,8612.4,6671.0,0.0,0.0,2175.0,3352.0,11219.1,10837.4,0.0,0.0,1060.0,4740.0,0.0,0.0,0.0,0.0,9985.4,8707.4,0.0,0.0,22050.12
2022-01-21,CPTM,C5TC,9975.47,6353.02,0.0,0.0,0.0,0.0,31609.65,35249.65,0.0,0.0,205.0,895.0,0.0,0.0,0.0,0.0,18440.05,17851.85,0.0,0.0,44184.58
2022-01-21,PTCM,P4TC,21100.15,13641.26,0.0,0.0,7079.7,3981.0,34262.35,44771.54,0.0,0.0,2248.0,3536.0,0.0,0.0,0.0,0.0,22335.6,34346.59,0.0,0.0,62579.63
2022-01-21,SPTM,S10TC,9817.2,9410.6,0.0,0.0,2204.0,3466.0,10436.2,8419.0,0.0,0.0,1135.0,4425.0,0.0,0.0,0.0,0.0,9321.6,6319.0,0.0,0.0,22501.51
2022-01-28,CPTM,C5TC,10809.79,7037.76,0.0,0.0,0.0,0.0,34823.93,38636.78,0.0,0.0,395.0,480.0,0.0,0.0,0.0,0.0,20485.93,19697.65,0.0,0.0,48400.18
2022-01-28,PTCM,P4TC,21971.53,14640.45,0.0,0.0,7152.8,4007.0,33407.6,44081.5,0.0,0.0,2543.0,3546.0,0.0,0.0,0.0,0.0,21995.95,34141.6,0.0,0.0,62666.67
2022-01-28,SPTM,S10TC,9884.6,9724.6,0.0,0.0,2156.0,3383.0,10684.2,8594.0,0.0,0.0,1260.0,4180.0,0.0,0.0,0.0,0.0,9440.6,6684.0,0.0,0.0,22771.1
2022-02-04,CPTM,C5TC,9154.36,5666.33,0.0,0.0,2354.7,2017.0,33046.81,36643.31,0.0,0.0,315.0,360.0,0.0,0.0,0.0,0.0,18280.8,19604.31,0.0,0.0,44712.23
2022-02-04,PTCM,P4TC,13811.05,10553.32,0.0,0.0,7429.6,3653.0,38089.75,44324.31,0.0,0.0,1442.0,3526.0,0.0,0.0,0.0,0.0,27006.75,35582.26,0.0,0.0,59450.21
2022-02-04,SPTM,S10TC,8681.2,6040.0,0.0,0.0,2026.0,3338.0,11283.9,11527.4,0.0,0.0,1335.0,4145.0,0.0,0.0,0.0,0.0,9900.4,9622.4,0.0,0.0,22030.26
2022-02-11,CPTM,C5TC,10458.65,6128.86,0.0,0.0,0.0,0.0,32699.65,37189.85,0.0,0.0,380.0,575.0,0.0,0.0,0.0,0.0,17928.95,19148.45,0.0,0.0,45778.59
2022-02-11,PTCM,P4TC,20276.56,15159.95,0.0,0.0,7505.4,3751.0,33409.7,43303.84,0.0,0.0,1572.0,3226.0,0.0,0.0,0.0,0.0,21821.3,33108.39,0.0,0.0,61358.49
2022-02-11,SPTM,S10TC,9511.8,9100.6,0.0,0.0,2000.0,3327.0,10143.4,8229.0,0.0,0.0,1420.0,4025.0,0.0,0.0,0.0,0.0,8646.6,6365.85,0.0,0.0,21837.24
2022-02-18,CPTM,C5TC,29364.04,10226.6,0.0,0.0,0.0,0.0,10572.4,29429.6,0.0,0.0,450.0,510.0,0.0,0.0,0.0,0.0,4680.8,12765.3,0.0,0.0,44310.14
2022-02-18,PTCM,P4TC,31074.03,34446.43,0.0,0.0,0.0,0.0,14369.7,9899.85,0.0,0.0,1708.0,2957.0,0.0,0.0,0.0,0.0,10889.7,7044.85,0.0,0.0,50561.93
2022-02-18,SPTM,S10TC,12974.62,14436.3,0.0,0.0,0.0,0.0,3905.0,2340.0,0.0,0.0,1390.0,4305.0,0.0,0.0,0.0,0.0,3405.0,690.5,0.0,0.0,17187.5
2022-02-25,CPTM,C5TC,22574.94,11539.42,0.0,0.0,0.0,0.0,23795.17,34775.47,0.0,0.0,350.0,1025.0,0.0,0.0,0.0,0.0,14636.37,16691.95,0.0,0.0,46393.39
2022-02-25,PTCM,P4TC,29037.81,33683.61,0.0,0.0,0.0,0.0,25898.85,21380.15,0.0,0.0,1236.0,3495.0,0.0,0.0,0.0,0.0,14262.9,12580.3,0.0,0.0,54986.94
2022-02-25,SPTM,S10TC,9837.8,15022.6,0.0,0.0,0.0,0.0,9929.8,4755.0,0.0,0.0,1215.0,4615.0,0.0,0.0,0.0,0.0,8398.8,2850.0,0.0,0.0,19776.54
2022-03-04,CPTM,C5TC,21824.6,12290.18,0.0,0.0,0.0,0.0,21407.59,30945.69,0.0,0.0,375.0,1340.0,0.0,0.0,0.0,0.0,13684.69,14358.81,0.0,0.0,43238.92
2022-03-04,PTCM,P4TC,31428.07,32539.27,0.0,0.0,0.0,0.0,20137.75,19055.45,0.0,0.0,541.0,3321.0,0.0,0.0,0.0,0.0,9710.05,12054.55,0.0,0.0,51595.57
2022-03-04,SPTM,S10TC,10015.67,15178.8,0.0,0.0,0.0,0.0,8817.8,3660.0,0.0,0.0,925.0,4070.0,0.0,0.0,0.0,0.0,7446.8,2290.0,0.0,0.0,18837.43
2022-03-11,CPTM,C5TC,22862.99,12425.2,0.0,0.0,0.0,0.0,21330.78,31753.73,0.0,0.0,430.0,1340.0,0.0,0.0,0.0,0.0,14270.28,14678.7,0.0,0.0,44199.71
2022-03-11,PTCM,P4TC,31677.88,34187.0,0.0,0.0,0.0,0.0,21862.95,19388.93,0.0,0.0,546.0,4226.0,0.0,0.0,0.0,0.0,11073.4,12041.63,0.0,0.0,53585.66
2022-03-11,SPTM,S10TC,10582.35,15235.2,0.0,0.0,0.0,0.0,8712.8,4065.0,0.0,0.0,985.0,4310.0,0.0,0.0,0.0,0.0,7278.2,2530.0,0.0,0.0,19301.73
2022-03-18,CPTM,C5TC,22804.43,13031.11,0.0,0.0,0.0,0.0,21539.41,31318.91,0.0,0.0,470.0,1420.0,0.0,0.0,0.0,0.0,14599.11,14333.95,0.0,0.0,44365.42
