Clear Date,Product Code,Symbol,Financial Institutions Long,Financial Institutions Short,Managed Money Long,Managed Money Short,Others Long,Others Short,Physicals Long,Physicals Short,Operators Long,Operators Short,Financial Institutions Long Risk,Financial Institutions Short Risk,Managed Money Long Risk,Managed Money Short Risk,Others Long Risk,Others Short Risk,Physicals Long Risk,Physicals Short Risk,Operators Long Risk,Operators Short Risk,Open Interest
2021-05-07,CPTM,C5TC,18243.61,12070.78,0.0,0.0,3632.0,5493.0,25074.45,32453.5,0.0,0.0,976.45,1171.58,0.0,0.0,0.0,0.0,12091.7,13044.05,0.0,0.0,47543.52
2021-05-07,PTCM,P4TC,25866.18,28269.14,0.0,0.0,10739.5,6927.0,43174.81,43174.06,0.0,0.0,2657.15,4801.88,0.0,0.0,0.0,0.0,30809.96,34987.91,0.0,0.0,79923.75
2021-05-07,SPTM,S10TC,10313.3,10446.58,0.0,0.0,5687.15,4990.0,10878.6,11668.67,0.0,0.0,535.0,4775.0,0.0,0.0,0.0,0.0,9863.6,10623.67,0.0,0.0,26987.35
2021-05-14,CPTM,C5TC,18462.78,11700.03,0.0,0.0,3692.2,5410.0,25943.74,32952.34,0.0,0.0,921.85,1233.98,0.0,0.0,0.0,0.0,12039.09,13520.95,0.0,0.0,48674.93
2021-05-14,PTCM,P4TC,21903.93,31897.69,0.0,0.0,10592.75,7307.0,44101.73,44052.43,0.0,0.0,2629.99,4398.65,0.0,0.0,0.0,0.0,31634.98,35185.53,0.0,0.0,76752.05
2021-05-14,SPTM,S10TC,11876.7,9525.0,0.0,0.0,6060.6,4975.0,10903.3,12096.87,0.0,0.0,385.0,4695.0,0.0,0.0,0.0,0.0,9908.3,11031.87,0.0,0.0,28951.94
2021-05-21,CPTM,C5TC,19638.46,12746.3,0.0,0.0,3771.05,5776.0,27532.39,36669.94,0.0,0.0,1222.05,1235.38,0.0,0.0,0.0,0.0,12661.74,15151.85,0.0,0.0,51510.55
2021-05-21,PTCM,P4TC,23340.78,33216.46,0.0,0.0,11057.7,7827.0,45288.54,46082.64,0.0,0.0,2896.05,4304.19,0.0,0.0,0.0,0.0,32404.04,37163.54,0.0,0.0,79831.73
2021-05-21,SPTM,S10TC,12495.7,9970.0,0.0,0.0,6352.0,5450.0,11372.3,12726.04,0.0,0.0,455.0,5740.0,0.0,0.0,0.0,0.0,10412.3,11656.04,0.0,0.0,30326.13
2021-05-28,CPTM,C5TC,27161.41,19673.03,0.0,0.0,4097.3,3870.0,20105.09,29497.64,0.0,0.0,5878.7,4502.6,0.0,0.0,0.0,0.0,7417.97,9739.0,0.0,0.0,51459.15
2021-05-28,PTCM,P4TC,29877.13,38034.96,0.0,0.0,11973.5,7477.0,36270.78,39282.88,0.0,0.0,2779.0,4872.54,0.0,0.0,0.0,0.0,23613.13,30922.23,0.0,0.0,78271.0
2021-05-28,SPTM,S10TC,14493.2,12875.0,0.0,0.0,6477.05,5050.0,9151.7,10033.84,0.0,0.0,450.0,5640.0,0.0,0.0,0.0,0.0,8316.7,8793.84,0.0,0.0,30233.56
