quarter,filename,size_bytes,size_mb,modified
index.html,WPR_2025-11-07_CPTM_COMB_251111080022.xlsx,34239,0.032652854919433594,2025-11-16 18:53:46.514674187
index.html,WPR_2025-11-07_PTCM_COMB_251111080022.xlsx,34367,0.032774925231933594,2025-11-16 18:53:47.143830299
index.html,WPR_2025-11-07_SPTM_COMB_251111080022.xlsx,34098,0.03251838684082031,2025-11-16 18:53:47.748659849
